tweet,label,created_at,id
jangan nder asli mending kuliah sendiri pakai kipk ut banyak ringan buat anak kip jangan mah awal doang biar sih akbar enggak skip asli muak,negatif,2024-02-24 13:47:00+00:00,43
im hani voluntr kip kuliah laku sosialisasikip kuliahampseleksi nasional penerimaaan mahasiswa baru snpmb smk alhafizh terang caption atas tetap cantum hastag,positif,2024-02-24 13:41:19+00:00,44
anggun setyaningsih rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sman sumpiuh sama rekan,positif,2024-02-26 22:58:39+00:00,45
alif muhammad hafiz rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama negeri bukittinggi sama,positif,2024-02-26 15:37:21+00:00,46
rahmat riadi rawan kip kuliah laku sosialisasi pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sman ampana kota sama kolaborasi sama villagesocietyedu,negatif,2024-02-26 15:28:32+00:00,47
rosinar lumbantoruan rawan kip kuliah laku sosialisasibimbingan pertama kip seleksi nasional penerimaaan mahasiswa barusnpmb sman lintongnihutalintongnihuta humbang hasundutan sama,negatif,2024-02-26 14:52:28+00:00,48
iwan hardianto rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama nurul yaqin praya sama,positif,2024-02-26 12:37:56+00:00,49
anggi ihwal prayogi rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional terima mahasiswa baru snpmb sama negeri kurikjlahmad yani kampung harap makmur distrik kurik,positif,2024-02-26 12:21:08+00:00,50
riesha maudy rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb siswasiswi sman bandung sama,negatif,2024-02-28 16:16:06+00:00,51
kata kuliah kendala biaya semua kuliah kip kuliah merdeka,negatif,2024-02-28 15:58:56+00:00,52
beda jadi daftar aku dulu sekolah daftar siswa kip pas mau daftar kuliah kasih saran sama guru bp daftar kip,positif,2024-02-28 15:41:07+00:00,53
canda rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama negeri medanjl karang sari no sama,negatif,2024-02-28 14:36:35+00:00,54
putu supri indayani rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama n bal mandara sama,positif,2024-02-28 14:24:03+00:00,55
murniati rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb lewat online sama,positif,2024-02-28 13:47:37+00:00,56
abdul rahman tongkala rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama negeri gu sama,positif,2024-03-01 15:05:51+00:00,57
oktaviani nur indah rawan beasiswa kip kuliah laku sosialisasi pertama kip kuliah seleksi nasional terima mahasiswa barusnpmb smkn nganjuk amp smk ulul albab ngronggot sama,positif,2024-03-01 14:13:57+00:00,58
azmi alif maulana rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb,negatif,2024-03-01 12:26:13+00:00,59
haloo semua saran aku kalau memang kalian mau kuliah halang biaya jangan terlalu harap sama kip doang kalau enggak arti rezeki dunia memang enggak adil kan coba beasiswa bpi ldpb bagai jadi kalau enggak lolos kip enggak main salah sana sini,positif,2024-03-01 08:49:09+00:00,60
beda kip kuliah nanti daftar masing via website nya kip kuliah,negatif,2024-03-01 07:26:04+00:00,61
mutiara rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sman capkala,negatif,2024-03-01 05:19:43+00:00,62
syarat kuota jadwal daftar kip kuliah program perintah bantu biaya mahasiswa orang tua sekolah anak asing program perintah,negatif,2024-03-01 04:24:34+00:00,63
selpius nabyal rawan kip kuliah laku sosialisasi empat kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb tingkat sama negeri kiwirok kabupaten gunung bintang sama,positif,2024-03-05 12:29:38+00:00,64
moh fadly ahmad sehabudin rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama multazam jl asri pasirlayung kota bandung sama,positif,2024-03-07 07:39:47+00:00,65
ini jadwal cair kip kuliah semester besar,positif,2024-03-09 07:54:33+00:00,66
theffy rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama kabupaten tangerang sama,positif,2024-03-11 15:37:55+00:00,67
theffy rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sama negeri kabupaten tangerang sama,positif,2024-03-11 15:13:20+00:00,68
husna mutsaqqifah rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb sman kab tangerang kec pas kemis kab tangerang sama,positif,2024-03-11 09:51:35+00:00,69
bakal jadi beasiswa akhir pncairan kipk tahun lebih lama belum mngakibtkan dluan mlaksanakn kliah cari akal mncari uang sendiri entah sekarang brhrap banyak kip kuliah tlat thunnya,negatif,2024-03-11 03:14:29+00:00,70
cerah aku lulus tahun lalu usaha kuliah tahun pakai kip kuliah daftar mandiri ptn,positif,2024-03-23 20:54:04+00:00,71
sulthanah mukminah rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional terima mahasiswa baru snpmb sman bombana sama,positif,2024-03-23 16:24:30+00:00,72
suci indah permata sari rawan kip kuliah laku sosialisasibimbingan pertama kip kuliah seleksi nasional penerimaaan mahasiswa baru snpmb siswa sama negeri palembang sama,positif,2024-03-23 13:21:19+00:00,73
grup kipk enggak anjr kesel banget tanya enggak asih informasi banyak bahas cair kip kuliah enggak terlalu paham butuh informasi jadi enggak gubris cok,positif,2024-03-27 15:56:12+00:00,74
lulus lamar kip kuliah maksud anak snbp daftar kipk,positif,2024-03-29 08:06:01+00:00,75
suara sosma daftar verifikasi kipk serta jalur snbp halo sobat fe halo baca dulu kurang paham tanya ikut alur daftar verifikasi kip kuliah serta jalur snbp,positif,2024-03-29 06:27:43+00:00,76
permisi kak kakak pilih seleksi kip kuliah,negatif,2024-04-02 13:13:59+00:00,77
ptn halo teman aku mau tanya kalau misal pas daftar snbt tulis daftar kip kan bayar nah aku daftar kipk daftar snbt bayar utbk selesai aku cek status kip kuliah nya tulis daftar gratis biaya cont,positif,2024-04-08 12:30:01+00:00,78
menu seleksi isi kampus tau mana akun kip kuliah sinkron akun snpmb kalau terima snbp turut susah buat urus kipk,negatif,2024-04-08 03:11:00+00:00,79
mau tanya dong undip kipk kalo undip dpaet kip kuliah bulan berapa,positif,2024-04-14 09:31:17+00:00,80
penasaran kip kuliah apa googling aku tuh mungkin sih mbak atur uang halal kipk kuliah haram foyafoya mungkin lho aku ra mudeng sopo kuwi penting tulis ben sebut warganet,positif,2024-04-22 11:46:53+00:00,81
jalur masuk guru tinggi ptn pts biaya kip kuliah rp juta,positif,2024-04-22 10:32:51+00:00,82
halo kawan ugm kena lapor terima kip kuliah tepat sasar lapor lalu,positif,2024-04-22 08:35:58+00:00,83
kak kalau nomor nik daftar dtks lulus kip kuliah,positif,2024-04-24 11:51:23+00:00,84
enggak erti deh kira mahasiswa kipk hidup uang juta pasu lainn kalau total isi cuman buat uang makan tambah perlu kuliah macam beli alat dukung nya laptop tab hp lain kamu pikir kip enggak perlu kerja,positif,2024-05-02 17:03:13+00:00,85
unila haha spill spillan yuk anak kipk hedon hedon dendam banget kawan enggak kuliah enggak lolos kip banyak oknum terima kipk hedon hedon pakai hp hp mahal pakai barang barang branded mall tiap hari,negatif,2024-05-04 15:36:27+00:00,86
mahasiswa terima kip kuliah ganti kondisi ekonomi keluarga tahu,positif,2024-05-08 14:22:18+00:00,87
cari adil hakim kipk halo warga ekonomi benar apa sih kip kuliah akhir akhir sedang ramai berita ketidaktepatan kipk undip lantas bagaimana sikap langkah hakim sebut benar cont,positif,2024-05-08 13:24:33+00:00,88
guru tinggi lembaga layan didik tinggi lldikti minta kala semester laku evaluasi mahasiswa terima kip kuliah,positif,2024-05-08 09:30:00+00:00,89
rp juta bulan terima beasiswa kip kuliah kipk,positif,2024-05-12 06:50:28+00:00,90
iya sih wajib ajar cuma tahun kan kalo anak mau kuliah kan bagus didik indonesia pelan maju kalau mah mundur nama anak niat kuliah deh mundur duluan lihat ukt iya kip baik sistem kipk banyak salah sasar turun kadang telat ah bloon benar,positif,2024-05-16 03:31:56+00:00,91
kemdikbudristek nadiem makarim kritik buntut penyalahgunaan program kartu indonesia pintar kip kuliah gelintir oknum mahasiswa terima kipk,negatif,2024-05-22 14:15:00+00:00,92
gais dom lampung enggak sih sini barang kali kalian minat kuliah tanya aku beasiswa loh gaisss,positif,2024-06-11 11:01:42+00:00,93
enggak erti sama sistem kip kuliah bagaimana sih kalau pas smpsma nya enggak kip terus mau daftar kip kuliah enggak punya dulu terus cara bagaimana please teman - teman tau jelasin aku enggak terima kasih,positif,2024-06-13 17:09:57+00:00,94
tanya putar smup laman daftar smup daftar suruh isi kartu kip menggunggah scan kartu kip laku terima kartu kip bewarna ungu daftar kipk daftar laman kipk bukan cont,positif,2024-06-15 23:27:55+00:00,95
cara daftar kip kuliah jalur mandiri ptn ikut cara,negatif,2024-06-15 16:36:46+00:00,96
cara daftar kip kuliah jalur mandiri link jelas lengkap,negatif,2024-06-15 16:36:04+00:00,97
apabila dapat tanya hubung cp bawah a pusat bantu kipk note terima pesan tulis b media sosial kip kuliah universitas negeri jakarta lalu,positif,2024-06-15 14:54:36+00:00,98
menteri didik budaya riset teknologi kemendikbud ristek buka daftar kartu indonesia pintar kip kuliah merdeka,positif,2024-06-21 10:37:29+00:00,99
website kip kuliah erordown beberapa hari apes banget tengara garagara unjung beludak tuan ngakalin nih bagaimana cara website enggak down waktuwaktu jelang akhir daftar kipk,negatif,2024-06-21 04:55:57+00:00,100
lirik aku plsssss doain moga terima kip swasta aku kuliah cuman modal kipk doang,positif,2024-06-23 16:06:09+00:00,101
kip kuliah uin kan beda jalur kipk ptn nah kalo terima kipk uin kira kira kalo mau daftar kipk ptn enggak sih,positif,2024-06-23 14:42:19+00:00,102
iya langsung daftar web simak ui upload no kipk sama kartu dulu bagi kip kuliah terus tunggu verifikasi kalau verifikasi baru deh daftar pilih prodi,positif,2024-06-25 14:09:04+00:00,103
bahkan seleksi mandiri harus pakai kipk jadi enggak pakai kipk sistem daftar sinkronisasi website kip kuliah,negatif,2024-06-27 17:27:19+00:00,104
mikir besok adek kuliah enggak eh malah berita ransomware pengaruh urus kip kipk,positif,2024-06-27 14:57:08+00:00,105
jadi begini cerita kemdikbudristek beri sempat calon mahasiswa kurang mampu terus kuliah terima beasiswa lalu program kip kuliah daftar kipk laku lewat laman,positif,2024-06-27 13:57:05+00:00,106
emdak semua tetap wajib daftar web kipk kuliah punya kip biasa maupun,positif,2024-06-29 08:51:37+00:00,107
kalau cerita hawari harap data backup hambat kip kuliah bulan,negatif,2024-07-05 11:19:29+00:00,108
cerita lisa nih lolos verifikasi calon mahasiswa jalur kip kuliah,negatif,2024-07-05 11:19:27+00:00,109
sistem kip kuliah salah satu layan digital menteri didik budaya riset teknologi dampak serang ransomware pdn,negatif,2024-07-05 11:19:24+00:00,110
serang siber pdn resah lulus sama keluarga mampu lanjut kuliah beasiswa kip kuliah mahasiswa terima kip kuliah ikut cemas mungkin cair beasiswa ganggu,positif,2024-07-05 11:19:22+00:00,111
maaf baru reply masuk notif kamu daftar kipk daftar kuliah kali sempat daftar kelas biasa sama snpb amp tahun telah jauh tahu aju kip laku tahun kuliah,positif,2024-07-07 13:54:19+00:00,112
guna data cadang kemendikbudristek pasti cair daftar baru kip kuliah tetap jalan retas data nasional dampak kunci akses web data mahasiswa kipk salah satu khawatir muncul tunda cair dana kipk,positif,2024-07-15 08:11:38+00:00,113
umum kip kuliah jalur smmptn tahun universitas syiah kuala sila cek laman ikut,negatif,2024-07-17 02:23:13+00:00,114
moga lolos kip biar lanjut kuliah kipk banyak beasiswa diapply kok nanti jadi jangan patah semangat,positif,2024-07-19 10:04:29+00:00,115
cara daftar klaim ulang akun kip kuliah mahasiswa ptn pts buka juli segera login daftar link,positif,2024-07-27 03:28:20+00:00,116
kamu daftar kipk syarat cara klaim ulang akun kip kuliah via,positif,2024-07-29 13:36:26+00:00,117
hai politeknik kelapa sawit citra widya edukasi buka sempat kuliah beasiswa kip kuliah lho yuk segera daftar program kip kuliah pandu daftar unduh link,positif,2024-08-02 07:05:26+00:00,118
luluk hidayat rawan kip kuliah laku sosialisasi bimbing pertama kipkuliah seleksi nasional terima mahasiswa baru snpmb online amp offline smk muhammadiyah talun amp smk darussalam kemiri subah,negatif,2024-08-04 12:49:47+00:00,119
informasi daftar beasiswa kipk halim sanusi bandung siapa siap raih masa depan gemilang beasiswa kipk beasiswa kip kuliah fully funded biaya kuliah uang saku hingga kelulusanperhatikan perhati syarat berkas apa siap postingan atas pilih uhs bandung daftar mudah cepat jadwal kuliah fleksibel biaya kuliah angsur lokasi pusat kota bandung informasi daftar kuliah kampus jl taman siswa no malabar kec lengkong kota bandung kampus jl ibrahim adjie no babakan surabaya kec kiaracondong kota bandung hubung kunjung website uhs bandung masa depan tangan,positif,2024-08-08 01:35:34+00:00,120
bagi ilmu inspirasi lalu kip kuliah bimbing adikadik raih mimpi masa depan cerah,positif,2024-08-26 06:14:47+00:00,121
bagi ilmu inspirasi lalu kip kuliah bimbing adikadik raih mimpi masa depan cerah,positif,2024-08-26 06:10:39+00:00,122
gondol biaya kip kuliah mahasiswa minta rektor unwir mundur,positif,2024-09-05 10:38:01+00:00,123
resmi jawab kip kuliah kapan cair jadwal cara cek terima lewat,positif,2024-09-13 22:54:54+00:00,124
informasi kipk mahasiswa terima kip kuliah butuh bantu finansial konsultasi hubung nomor isi form,positif,2024-09-19 12:19:03+00:00,125
temu perdana calon mahasiswa beasiswa kip kuliah,positif,2024-09-19 00:50:42+00:00,126
ibu ken kip mana needbased aku rasa panas banget enggak tau waktu akhir aku jawab kalau waktu adek kuliah besok terima kipk arti enggak mampu dong kipk kan cuma buat orang enggak mampu sekarang enggak mampu,positif,2024-09-21 12:04:21+00:00,127
kuliah bsi,positif,2024-09-23 08:55:57+00:00,128
urgent buka daftar beasiswa kip kuliah itb aas indonesia surakarta tementemen butuh sila daftar link segera daftar kuota sedia mohon bantu share butuh,positif,2024-09-27 12:38:35+00:00,129
bagaimana kip kuliah anak keluar akhir september,negatif,2024-09-27 09:51:41+00:00,130
aku dulu sama punya kip pas kuliah enggak daftar kipk,positif,2024-09-27 02:21:42+00:00,131
hai kak kait kendala sebut sila hubung helpdesk kip kuliah cara klik fitur bantu ada bagi kanan bawah laman lalu surel kipkuliahgoid kakak hubung nomor adu kip kulia,positif,2024-10-01 02:02:09+00:00,132
ratus ribu mahasiswa terima manfaat kip kuliah dulu bidikmisi loh sahabat dana gelontor sedikit tuju buka jalan lebih lebar anak bangsa tempuh jenjang didik tinggi,positif,2024-10-03 06:11:22+00:00,133
baru tahu tahun terima kip kuliah enggak sistem skema tahun jujur enggak adil angkat bagai kelinci coba padahal banyak butuh mahasiswa enggak biaya ukt biaya hidup,positif,2024-10-11 01:44:24+00:00,134
mahasiswa iai alkhairat pamekasan teken pakta integritas program kip kuliah banyak mahasiswa baru institut agama islam iai alkhairat pamekasan menandatangani pakta integritas via,positif,2024-10-19 11:09:06+00:00,135
bre pakai duit kipk modal usaha enggak,positif,2024-10-19 03:26:27+00:00,136
goes school webinar kamadiksi kipk rupa giat sosialisasi kamadiksi kipk undip beasiswa kip kuliah kelas siswa smak derajat seluruh indonesia jangan lupa daftar nanti seru,positif,2024-10-21 05:42:36+00:00,137
kalau titip dosen semua kasihan anak orang kuliah bulan ppk segala macam terus calon mahasiswa kip kamu gantungin enggak jelas tiba malah enggak terima kipk benar butuh malah anak hedon,negatif,2024-11-04 11:13:37+00:00,138
per awal november dana kip kuliah mahasiswa baru jadwal cair cair dana kip cek link,positif,2024-11-04 04:20:34+00:00,139
bagaimana cara abang mau daftarin adek maba informatika unram mau daftar kip kampus kagak jelas info trouble data terima hack sendiri terima kipk insyaallah tahun depan lulus kasihan adek kalau enggak lanjut kuliah abang,positif,2024-11-08 18:16:12+00:00,140
dday goes school webinar kamadiksi kipk rupa giat sosialisasi kamadiksi kipk undip beasiswa kip kuliah kelas siswa smak derajat seluruh indonesia jangan lupa ikut nanti seru,positif,2024-11-10 03:23:58+00:00,141
teman - teman kalau sama enggak punya kip terus kuliah mau dftar kipk enggak,positif,2024-12-02 05:22:16+00:00,142
daftar akun kip kuliah tutup desember waktu sisa sangat penting manfaat segera buat akun,positif,2024-12-04 07:33:44+00:00,143
aku calon maba amin mau tanya soal kip kuliah sini anak kipk enggak aku butuh mau tanya,positif,2024-12-06 02:16:21+00:00,144
duit beasiswa kip kipk lama sekolahkuliah semester embat sama dia haha janji ganti sekarang enggak hilal janji beli motor mana sekarang tiap kipk tabung bilang dapat sekarang mah tahun sekali pas aku kasih doang haha,positif,2024-12-08 17:57:49+00:00,145
mau tanya dong sini kuliah ut pakai kip kuliah benar aju kipk gas aku tanya ut daerah kok kata enggak,positif,2024-12-10 10:01:49+00:00,146
lapor kipk undip halo warga ekonomi kalian tau enggak sih kipk apa jadi beasiswa kip kartu indonesia pintar kuliah rupa program beasiswa beri perintah indonesia bantu biaya didik mahasiswa keluarga kurang,positif,2024-12-14 04:17:00+00:00,147
jangan laptop kipk pakai ip kelas heran banget soal hapenya sumsang broo bukan iri kasihan sama lebih butuh gajadi kuliah gara enggak kip,negatif,2024-12-20 11:55:05+00:00,148
siapsiap daftar kip kuliah sebentar buka ikut syarat cara daftar,positif,2025-01-01 15:59:42+00:00,149
kuliah bantu kip kuliah pasti kamu tahu cara buat sktm benar yuk simak langkahlangkahnya,positif,2025-01-03 13:00:01+00:00,150
kak asrama kip sama enggak kip sama daftar kipk kuliah lolos tinggal asrama,positif,2025-01-09 22:16:27+00:00,151
perintah buka program bantu kartu indonesia pintar kuliah mahasiswa baru tahun hingga jadwal resmi daftar kip kuliah umum biasa program buka mulai tengah februari hingga desember,positif,2025-01-09 13:48:47+00:00,152
sch salah satu orangtua ku pns enggak punya surat terang mampu bukan terima kip sejak sd kira peluang enggak kalau mau daftar kipk soal berat keluarga kalau mau ngebiayain kuliah,positif,2025-01-11 13:35:15+00:00,153
iya belum aku baru daftar kip pas mau kuliah kok aku jalur mandiri unair kuota tuh banyak kemarin cari anak mandiri mau kipk banget banding ukt sem prodi temenku hukum manajemen terus vokasi kayak hotel labmed lain,positif,2025-01-19 17:26:53+00:00,154
capek banget kadang rasa iri sama tahun enak haha mana kata tahun lanjut siswa sama kip kuliah mungkin besar kipk enggak dulu sihgw enggak lolos kipk plis kerja,positif,2025-01-27 15:22:00+00:00,155
manfaat kip kuliah biaya didik hingga bantu biaya hidup,positif,2025-01-29 05:55:15+00:00,156
biaya tanggung kip kuliah kampus swasta negeri,negatif,2025-01-31 13:27:46+00:00,157
sch memang kalau misal desil mungkin lolos kipk nya kecil masalah aku kalau enggak kip aku enggak kuliah,negatif,2025-02-04 14:45:10+00:00,158
haloo enggak sini pas sama enggak pipkip pas kuliah lolos kipk,positif,2025-02-06 12:26:17+00:00,159
perintah lalu kemendikbudristek buka program kartu indonesia pintar kip kuliah tahun masyarakat kurang mampu,positif,2025-02-06 12:00:34+00:00,160
daftar kipk resmi buka yuk simak info kait kip kuliah bawah a thread,positif,2025-02-06 11:59:23+00:00,161
halo calon mahasiswa angkat jadi daftar beasiswa kip kuliah buka yuk cek syarat tentu laman,positif,2025-02-08 09:29:00+00:00,162
cara cek desil dtks daftar kip kuliah syarat status ekonomi,negatif,2025-02-08 07:21:58+00:00,163
sak nabungmu lek kipk iku gae kuliah cok iso nabung gae tuku ip turut lu mampu se gae bayar kuliah dw capek ambe arek kip enggak manfaat benar gae butuh belajarkuliah,positif,2025-02-08 05:18:48+00:00,164
mau tau berapa rakus orang lihat pas daftar kipk padahal enggak masalah ekonomi mampu kuliah tetap daftar kip mana data manipulasi,positif,2025-02-10 14:04:09+00:00,165
tuhan anak kip kuliah sambi kerja parttime bagaimana kalau putus kipknya anjing bubarin negara,positif,2025-02-12 23:17:24+00:00,166
efisiensi anggar terjang sektor didik bagaimana nasib kip kuliah kata sri mulyani,positif,2025-02-16 16:07:31+00:00,167
kartu indonesia pintarkip kuliah program bantu biaya didik perintah indonesia tuju siswasiswi lulus smasederajat milik potensi akademik baik kendala batas ekonomi,positif,2025-02-18 11:50:04+00:00,168
